Partido,Temporada,Jornada,Local,Visitante,Goles Local,Goles Visitante,Fecha,Timestamp
2817,1951-52,10,Tetuan,Atletico Aviacion,4,1,11/11/1951,-572457600.0
2818,1951-52,10,Real Zaragoza,Deportivo,1,1,11/11/1951,-572457600.0
2819,1951-52,11,Atletico Aviacion,Espanyol,3,3,18/11/1951,-571852800.0
2820,1951-52,11,Barcelona,Celta de Vigo,6,1,18/11/1951,-571852800.0
2821,1951-52,11,Deportivo,Athletic Club,3,1,18/11/1951,-571852800.0
2822,1951-52,11,Sporting de Gijon,Racing de Santander,3,2,18/11/1951,-571852800.0
2823,1951-52,11,Real Sociedad,Sevilla,3,3,18/11/1951,-571852800.0
2824,1951-52,11,Valencia,Tetuan,5,1,18/11/1951,-571852800.0
2825,1951-52,11,Valladolid,Las Palmas,4,1,18/11/1951,-571852800.0
2826,1951-52,11,Real Zaragoza,Real Madrid,1,1,18/11/1951,-571852800.0
2827,1951-52,12,Athletic Club,Atletico Aviacion,7,3,25/11/1951,-571248000.0
2828,1951-52,12,Celta de Vigo,Real Zaragoza,4,1,25/11/1951,-571248000.0
2829,1951-52,12,Espanyol,Valencia,2,3,25/11/1951,-571248000.0
2830,1951-52,12,Las Palmas,Real Sociedad,1,0,25/11/1951,-571248000.0
2831,1951-52,12,Racing de Santander,Barcelona,0,3,25/11/1951,-571248000.0
2832,1951-52,12,Real Madrid,Deportivo,3,2,25/11/1951,-571248000.0
2833,1951-52,12,Sevilla,Sporting de Gijon,3,3,25/11/1951,-571248000.0
2834,1951-52,12,Tetuan,Valladolid,2,2,25/11/1951,-571248000.0
2835,1951-52,13,Barcelona,Sevilla,5,3,02/12/1951,-570643200.0
2836,1951-52,13,Deportivo,Atletico Aviacion,1,3,02/12/1951,-570643200.0
2837,1951-52,13,Sporting de Gijon,Las Palmas,4,1,02/12/1951,-570643200.0
2838,1951-52,13,Real Sociedad,Tetuan,1,0,02/12/1951,-570643200.0
2839,1951-52,13,Real Madrid,Celta de Vigo,4,1,02/12/1951,-570643200.0
2840,1951-52,13,Valencia,Athletic Club,2,3,02/12/1951,-570643200.0
2841,1951-52,13,Valladolid,Espanyol,1,3,02/12/1951,-570643200.0
2842,1951-52,13,Real Zaragoza,Racing de Santander,1,0,02/12/1951,-570643200.0
2843,1951-52,14,Athletic Club,Valladolid,1,0,09/12/1951,-570038400.0
2844,1951-52,14,Atletico Aviacion,Valencia,4,0,09/12/1951,-570038400.0
2845,1951-52,14,Deportivo,Celta de Vigo,3,0,09/12/1951,-570038400.0
2846,1951-52,14,Espanyol,Real Sociedad,4,1,09/12/1951,-570038400.0
2847,1951-52,14,Las Palmas,Barcelona,0,2,09/12/1951,-570038400.0
2848,1951-52,14,Racing de Santander,Real Madrid,0,3,09/12/1951,-570038400.0
2849,1951-52,14,Sevilla,Real Zaragoza,2,1,09/12/1951,-570038400.0
2850,1951-52,14,Tetuan,Sporting de Gijon,3,1,09/12/1951,-570038400.0
2851,1951-52,15,Barcelona,Tetuan,3,2,16/12/1951,-569433600.0
2852,1951-52,15,Celta de Vigo,Racing de Santander,3,0,16/12/1951,-569433600.0
2853,1951-52,15,Sporting de Gijon,Espanyol,3,1,16/12/1951,-569433600.0
2854,1951-52,15,Real Sociedad,Athletic Club,1,4,16/12/1951,-569433600.0
2855,1951-52,15,Real Madrid,Sevilla,5,2,16/12/1951,-569433600.0
2856,1951-52,15,Valencia,Deportivo,3,0,16/12/1951,-569433600.0
2857,1951-52,15,Valladolid,Atletico Aviacion,1,1,16/12/1951,-569433600.0
2858,1951-52,15,Real Zaragoza,Las Palmas,6,0,16/12/1951,-569433600.0
2859,1951-52,16,Barcelona,Espanyol,2,0,30/12/1951,-568224000.0
2860,1951-52,16,Celta de Vigo,Sevilla,2,0,30/12/1951,-568224000.0
2861,1951-52,16,Sporting de Gijon,Athletic Club,1,1,30/12/1951,-568224000.0
2862,1951-52,16,Racing de Santander,Deportivo,3,1,30/12/1951,-568224000.0
2863,1951-52,16,Real Sociedad,Atletico Aviacion,6,1,30/12/1951,-568224000.0
2864,1951-52,16,Real Madrid,Las Palmas,5,1,30/12/1951,-568224000.0
2865,1951-52,16,Valladolid,Valencia,1,2,30/12/1951,-568224000.0
2866,1951-52,16,Real Zaragoza,Tetuan,3,1,30/12/1951,-568224000.0
2867,1951-52,17,Athletic Club,Barcelona,0,3,06/01/1952,-567619200.0
2868,1951-52,17,Atletico Aviacion,Sporting de Gijon,7,3,06/01/1952,-567619200.0
2869,1951-52,17,Deportivo,Valladolid,1,1,06/01/1952,-567619200.0
2870,1951-52,17,Espanyol,Real Zaragoza,4,0,06/01/1952,-567619200.0
2871,1951-52,17,Las Palmas,Celta de Vigo,2,1,06/01/1952,-567619200.0
2872,1951-52,17,Sevilla,Racing de Santander,5,0,06/01/1952,-567619200.0
2873,1951-52,17,Tetuan,Real Madrid,3,3,06/01/1952,-567619200.0
2874,1951-52,17,Valencia,Real Sociedad,4,0,06/01/1952,-567619200.0
2875,1951-52,18,Barcelona,Atletico Aviacion,5,2,13/01/1952,-567014400.0
2876,1951-52,18,Celta de Vigo,Tetuan,7,0,13/01/1952,-567014400.0
2877,1951-52,18,Sporting de Gijon,Valencia,2,0,13/01/1952,-567014400.0
2878,1951-52,18,Racing de Santander,Las Palmas,4,0,13/01/1952,-567014400.0
2879,1951-52,18,Real Sociedad,Valladolid,3,1,13/01/1952,-567014400.0
2880,1951-52,18,Real Madrid,Espanyol,6,1,13/01/1952,-567014400.0
2881,1951-52,18,Sevilla,Deportivo,2,0,13/01/1952,-567014400.0
2882,1951-52,18,Real Zaragoza,Athletic Club,2,4,13/01/1952,-567014400.0
2883,1951-52,19,Athletic Club,Real Madrid,1,1,20/01/1952,-566409600.0
2884,1951-52,19,Atletico Aviacion,Real Zaragoza,2,1,20/01/1952,-566409600.0
2885,1951-52,19,Deportivo,Real Sociedad,2,1,20/01/1952,-566409600.0
2886,1951-52,19,Espanyol,Celta de Vigo,0,2,20/01/1952,-566409600.0
2887,1951-52,19,Las Palmas,Sevilla,1,0,20/01/1952,-566409600.0
2888,1951-52,19,Tetuan,Racing de Santander,5,1,20/01/1952,-566409600.0
2889,1951-52,19,Valencia,Barcelona,2,2,20/01/1952,-566409600.0
2890,1951-52,19,Valladolid,Sporting de Gijon,4,1,20/01/1952,-566409600.0
2891,1951-52,20,Barcelona,Valladolid,0,0,27/01/1952,-565804800.0
2892,1951-52,20,Celta de Vigo,Athletic Club,4,1,27/01/1952,-565804800.0
2893,1951-52,20,Sporting de Gijon,Real Sociedad,2,1,27/01/1952,-565804800.0
2894,1951-52,20,Las Palmas,Deportivo,3,2,27/01/1952,-565804800.0
2895,1951-52,20,Racing de Santander,Espanyol,1,0,27/01/1952,-565804800.0
2896,1951-52,20,Real Madrid,Atletico Aviacion,2,1,27/01/1952,-565804800.0
2897,1951-52,20,Sevilla,Tetuan,3,2,27/01/1952,-565804800.0
2898,1951-52,20,Real Zaragoza,Valencia,4,2,27/01/1952,-565804800.0
2899,1951-52,21,Athletic Club,Racing de Santander,0,1,03/02/1952,-565200000.0
2900,1951-52,21,Atletico Aviacion,Celta de Vigo,2,1,03/02/1952,-565200000.0
2901,1951-52,21,Deportivo,Sporting de Gijon,4,1,03/02/1952,-565200000.0
2902,1951-52,21,Espanyol,Sevilla,4,3,03/02/1952,-565200000.0
2903,1951-52,21,Real Sociedad,Barcelona,4,2,03/02/1952,-565200000.0
2904,1951-52,21,Tetuan,Las Palmas,2,2,03/02/1952,-565200000.0
2905,1951-52,21,Valencia,Real Madrid,2,1,03/02/1952,-565200000.0
2906,1951-52,21,Valladolid,Real Zaragoza,1,0,03/02/1952,-565200000.0
2907,1951-52,22,Barcelona,Sporting de Gijon,9,0,10/02/1952,-564595200.0
2908,1951-52,22,Celta de Vigo,Valencia,1,1,10/02/1952,-564595200.0
2909,1951-52,22,Las Palmas,Espanyol,1,0,10/02/1952,-564595200.0
2910,1951-52,22,Racing de Santander,Atletico Aviacion,2,2,10/02/1952,-564595200.0
2911,1951-52,22,Real Madrid,Valladolid,2,0,10/02/1952,-564595200.0
2912,1951-52,22,Sevilla,Athletic Club,2,0,10/02/1952,-564595200.0
2913,1951-52,22,Tetuan,Deportivo,2,0,10/02/1952,-564595200.0
2914,1951-52,22,Real Zaragoza,Real Sociedad,3,2,10/02/1952,-564595200.0
2915,1951-52,23,Athletic Club,Las Palmas,7,0,17/02/1952,-563990400.0
2916,1951-52,23,Atletico Aviacion,Sevilla,2,1,17/02/1952,-563990400.0
2917,1951-52,23,Deportivo,Barcelona,1,1,17/02/1952,-563990400.0
2918,1951-52,23,Espanyol,Tetuan,4,1,17/02/1952,-563990400.0
2919,1951-52,23,Sporting de Gijon,Real Zaragoza,2,2,17/02/1952,-563990400.0
2920,1951-52,23,Real Sociedad,Real Madrid,3,1,17/02/1952,-563990400.0
2921,1951-52,23,Valencia,Racing de Santander,1,1,17/02/1952,-563990400.0
2922,1951-52,23,Valladolid,Celta de Vigo,3,0,17/02/1952,-563990400.0
2923,1951-52,24,Celta de Vigo,Real Sociedad,3,1,24/02/1952,-563385600.0
2924,1951-52,24,Espanyol,Deportivo,3,1,24/02/1952,-563385600.0
2925,1951-52,24,Las Palmas,Atletico Aviacion,1,3,24/02/1952,-563385600.0
2926,1951-52,24,Racing de Santander,Valladolid,2,2,24/02/1952,-563385600.0
2927,1951-52,24,Real Madrid,Sporting de Gijon,5,1,24/02/1952,-563385600.0
2928,1951-52,24,Sevilla,Valencia,6,1,24/02/1952,-563385600.0
2929,1951-52,24,Tetuan,Athletic Club,1,2,24/02/1952,-563385600.0
2930,1951-52,24,Real Zaragoza,Barcelona,2,4,24/02/1952,-563385600.0
2931,1951-52,25,Athletic Club,Espanyol,2,1,02/03/1952,-562780800.0
2932,1951-52,25,Atletico Aviacion,Tetuan,8,0,02/03/1952,-562780800.0
2933,1951-52,25,Barcelona,Real Madrid,4,2,02/03/1952,-562780800.0
2934,1951-52,25,Deportivo,Real Zaragoza,2,1,02/03/1952,-562780800.0
2935,1951-52,25,Sporting de Gijon,Celta de Vigo,1,1,02/03/1952,-562780800.0
2936,1951-52,25,Real Sociedad,Racing de Santander,1,1,02/03/1952,-562780800.0
2937,1951-52,25,Valencia,Las Palmas,3,0,02/03/1952,-562780800.0
2938,1951-52,25,Valladolid,Sevilla,2,1,02/03/1952,-562780800.0
2939,1951-52,26,Athletic Club,Deportivo,4,1,09/03/1952,-562176000.0
2940,1951-52,26,Celta de Vigo,Barcelona,1,2,09/03/1952,-562176000.0
2941,1951-52,26,Espanyol,Atletico Aviacion,3,1,09/03/1952,-562176000.0
2942,1951-52,26,Las Palmas,Valladolid,1,1,09/03/1952,-562176000.0
2943,1951-52,26,Racing de Santander,Sporting de Gijon,1,2,09/03/1952,-562176000.0
2944,1951-52,26,Real Madrid,Real Zaragoza,2,1,09/03/1952,-562176000.0
2945,1951-52,26,Sevilla,Real Sociedad,2,2,09/03/1952,-562176000.0
2946,1951-52,26,Tetuan,Valencia,1,1,09/03/1952,-562176000.0
2947,1951-52,27,Atletico Aviacion,Athletic Club,1,2,16/03/1952,-561571200.0
2948,1951-52,27,Barcelona,Racing de Santander,7,1,16/03/1952,-561571200.0
2949,1951-52,27,Deportivo,Real Madrid,1,1,16/03/1952,-561571200.0
2950,1951-52,27,Sporting de Gijon,Sevilla,4,0,16/03/1952,-561571200.0
2951,1951-52,27,Real Sociedad,Las Palmas,3,0,16/03/1952,-561571200.0
2952,1951-52,27,Valencia,Espanyol,4,1,16/03/1952,-561571200.0
2953,1951-52,27,Valladolid,Tetuan,3,0,16/03/1952,-561571200.0
2954,1951-52,27,Real Zaragoza,Celta de Vigo,3,2,16/03/1952,-561571200.0
2955,1951-52,28,Athletic Club,Valencia,2,0,23/03/1952,-560966400.0
2956,1951-52,28,Atletico Aviacion,Deportivo,3,1,23/03/1952,-560966400.0
2957,1951-52,28,Celta de Vigo,Real Madrid,3,2,23/03/1952,-560966400.0
2958,1951-52,28,Espanyol,Valladolid,3,0,23/03/1952,-560966400.0
2959,1951-52,28,Las Palmas,Sporting de Gijon,2,0,23/03/1952,-560966400.0
2960,1951-52,28,Racing de Santander,Real Zaragoza,2,2,23/03/1952,-560966400.0
2961,1951-52,28,Sevilla,Barcelona,3,0,23/03/1952,-560966400.0
2962,1951-52,28,Tetuan,Real Sociedad,3,1,23/03/1952,-560966400.0
2963,1951-52,29,Barcelona,Las Palmas,7,0,06/04/1952,-559756800.0
2964,1951-52,29,Celta de Vigo,Deportivo,6,1,06/04/1952,-559756800.0
2965,1951-52,29,Sporting de Gijon,Tetuan,3,1,06/04/1952,-559756800.0
2966,1951-52,29,Real Sociedad,Espanyol,3,0,06/04/1952,-559756800.0
2967,1951-52,29,Real Madrid,Racing de Santander,2,0,06/04/1952,-559756800.0
2968,1951-52,29,Valencia,Atletico Aviacion,3,0,06/04/1952,-559756800.0
2969,1951-52,29,Valladolid,Athletic Club,2,2,06/04/1952,-559756800.0
2970,1951-52,29,Real Zaragoza,Sevilla,3,0,06/04/1952,-559756800.0
2971,1951-52,30,Athletic Club,Real Sociedad,4,1,13/04/1952,-559152000.0
2972,1951-52,30,Atletico Aviacion,Valladolid,1,1,13/04/1952,-559152000.0
2973,1951-52,30,Deportivo,Valencia,3,2,13/04/1952,-559152000.0
2974,1951-52,30,Espanyol,Sporting de Gijon,3,0,13/04/1952,-559152000.0
2975,1951-52,30,Las Palmas,Real Zaragoza,4,2,13/04/1952,-559152000.0
2976,1951-52,30,Racing de Santander,Celta de Vigo,3,0,13/04/1952,-559152000.0
2977,1951-52,30,Sevilla,Real Madrid,4,1,13/04/1952,-559152000.0
2978,1951-52,30,Tetuan,Barcelona,2,5,13/04/1952,-559152000.0
2979,1952-53,1,Atletico Aviacion,Real Oviedo,5,1,14/09/1952,-545850000.0
2980,1952-53,1,Barcelona,Deportivo,4,3,14/09/1952,-545850000.0
2981,1952-53,1,Celta de Vigo,Espanyol,0,1,14/09/1952,-545850000.0
2982,1952-53,1,Sporting de Gijon,CD Malaga,4,0,14/09/1952,-545850000.0
2983,1952-53,1,Racing de Santander,Athletic Club,2,0,14/09/1952,-545850000.0
2984,1952-53,1,Real Sociedad,Valencia,0,0,14/09/1952,-545850000.0
2985,1952-53,1,Sevilla,Real Madrid,2,2,14/09/1952,-545850000.0
2986,1952-53,1,Real Zaragoza,Valladolid,0,4,14/09/1952,-545850000.0
2987,1952-53,2,Athletic Club,Real Zaragoza,3,0,21/09/1952,-545245200.0
2988,1952-53,2,Deportivo,Racing de Santander,0,1,21/09/1952,-545245200.0
2989,1952-53,2,Espanyol,Sevilla,6,2,21/09/1952,-545245200.0
2990,1952-53,2,CD Malaga,Atletico Aviacion,1,3,21/09/1952,-545245200.0
2991,1952-53,2,Real Madrid,Sporting de Gijon,2,2,21/09/1952,-545245200.0
2992,1952-53,2,Real Oviedo,Barcelona,2,1,21/09/1952,-545245200.0
2993,1952-53,2,Valencia,Celta de Vigo,3,2,21/09/1952,-545245200.0
2994,1952-53,2,Valladolid,Real Sociedad,1,2,21/09/1952,-545245200.0
2995,1952-53,3,Barcelona,CD Malaga,6,2,28/09/1952,-544640400.0
2996,1952-53,3,Celta de Vigo,Valladolid,2,0,28/09/1952,-544640400.0
2997,1952-53,3,Sporting de Gijon,Atletico Aviacion,2,0,28/09/1952,-544640400.0
2998,1952-53,3,Racing de Santander,Real Oviedo,0,2,28/09/1952,-544640400.0
2999,1952-53,3,Real Sociedad,Athletic Club,3,1,28/09/1952,-544640400.0
3000,1952-53,3,Real Madrid,Espanyol,1,2,28/09/1952,-544640400.0
3001,1952-53,3,Sevilla,Valencia,4,2,28/09/1952,-544640400.0
3002,1952-53,3,Real Zaragoza,Deportivo,1,2,28/09/1952,-544640400.0
3003,1952-53,4,Athletic Club,Celta de Vigo,5,0,05/10/1952,-544032000.0
3004,1952-53,4,Atletico Aviacion,Barcelona,2,1,05/10/1952,-544032000.0
3005,1952-53,4,Deportivo,Real Sociedad,1,0,05/10/1952,-544032000.0
3006,1952-53,4,Espanyol,Sporting de Gijon,4,0,05/10/1952,-544032000.0
3007,1952-53,4,CD Malaga,Racing de Santander,4,2,05/10/1952,-544032000.0
3008,1952-53,4,Real Oviedo,Real Zaragoza,3,2,05/10/1952,-544032000.0
3009,1952-53,4,Valencia,Real Madrid,3,2,05/10/1952,-544032000.0
3010,1952-53,4,Valladolid,Sevilla,0,4,05/10/1952,-544032000.0
3011,1952-53,5,Celta de Vigo,Deportivo,2,0,12/10/1952,-543427200.0
3012,1952-53,5,Espanyol,Valencia,2,1,12/10/1952,-543427200.0
3013,1952-53,5,Sporting de Gijon,Barcelona,0,0,12/10/1952,-543427200.0
3014,1952-53,5,Racing de Santander,Atletico Aviacion,3,3,12/10/1952,-543427200.0
3015,1952-53,5,Real Sociedad,Real Oviedo,3,2,12/10/1952,-543427200.0
3016,1952-53,5,Real Madrid,Valladolid,3,1,12/10/1952,-543427200.0
3017,1952-53,5,Sevilla,Athletic Club,1,0,12/10/1952,-543427200.0
3018,1952-53,5,Real Zaragoza,CD Malaga,0,2,12/10/1952,-543427200.0
3019,1952-53,6,Athletic Club,Real Madrid,2,2,19/10/1952,-542822400.0
3020,1952-53,6,Atletico Aviacion,Real Zaragoza,4,1,19/10/1952,-542822400.0
3021,1952-53,6,Barcelona,Racing de Santander,3,1,19/10/1952,-542822400.0
3022,1952-53,6,Deportivo,Sevilla,2,0,19/10/1952,-542822400.0
3023,1952-53,6,CD Malaga,Real Sociedad,2,4,19/10/1952,-542822400.0
3024,1952-53,6,Real Oviedo,Celta de Vigo,4,0,19/10/1952,-542822400.0
3025,1952-53,6,Valencia,Sporting de Gijon,4,0,19/10/1952,-542822400.0
3026,1952-53,6,Valladolid,Espanyol,0,1,19/10/1952,-542822400.0
3027,1952-53,7,Celta de Vigo,CD Malaga,3,1,26/10/1952,-542217600.0
3028,1952-53,7,Espanyol,Athletic Club,6,2,26/10/1952,-542217600.0
3029,1952-53,7,Sporting de Gijon,Racing de Santander,2,0,26/10/1952,-542217600.0
3030,1952-53,7,Real Sociedad,Atletico Aviacion,0,2,26/10/1952,-542217600.0
3031,1952-53,7,Real Madrid,Deportivo,5,2,26/10/1952,-542217600.0
3032,1952-53,7,Sevilla,Real Oviedo,2,1,26/10/1952,-542217600.0
3033,1952-53,7,Valencia,Valladolid,2,0,26/10/1952,-542217600.0
3034,1952-53,7,Real Zaragoza,Barcelona,1,5,26/10/1952,-542217600.0
3035,1952-53,8,Athletic Club,Valencia,1,1,02/11/1952,-541612800.0
3036,1952-53,8,Atletico Aviacion,Celta de Vigo,4,1,02/11/1952,-541612800.0
3037,1952-53,8,Barcelona,Real Sociedad,3,0,02/11/1952,-541612800.0
3038,1952-53,8,Deportivo,Espanyol,2,2,02/11/1952,-541612800.0
3039,1952-53,8,CD Malaga,Sevilla,0,3,02/11/1952,-541612800.0
3040,1952-53,8,Racing de Santander,Real Zaragoza,3,1,02/11/1952,-541612800.0
3041,1952-53,8,Real Oviedo,Real Madrid,3,1,02/11/1952,-541612800.0
3042,1952-53,8,Valladolid,Sporting de Gijon,2,2,02/11/1952,-541612800.0
3043,1952-53,9,Celta de Vigo,Barcelona,3,3,09/11/1952,-541008000.0
3044,1952-53,9,Espanyol,Real Oviedo,3,0,09/11/1952,-541008000.0
3045,1952-53,9,Sporting de Gijon,Real Zaragoza,2,3,09/11/1952,-541008000.0
3046,1952-53,9,Real Sociedad,Racing de Santander,3,1,09/11/1952,-541008000.0
3047,1952-53,9,Real Madrid,CD Malaga,2,0,09/11/1952,-541008000.0
3048,1952-53,9,Sevilla,Atletico Aviacion,3,1,09/11/1952,-541008000.0
3049,1952-53,9,Valencia,Deportivo,1,1,09/11/1952,-541008000.0
3050,1952-53,9,Valladolid,Athletic Club,1,0,09/11/1952,-541008000.0
3051,1952-53,10,Athletic Club,Sporting de Gijon,6,1,16/11/1952,-540403200.0
3052,1952-53,10,Atletico Aviacion,Real Madrid,1,2,16/11/1952,-540403200.0
3053,1952-53,10,Barcelona,Sevilla,3,2,16/11/1952,-540403200.0
3054,1952-53,10,Deportivo,Valladolid,1,4,16/11/1952,-540403200.0
3055,1952-53,10,CD Malaga,Espanyol,1,1,16/11/1952,-540403200.0
3056,1952-53,10,Racing de Santander,Celta de Vigo,2,0,16/11/1952,-540403200.0
3057,1952-53,10,Real Oviedo,Valencia,2,3,16/11/1952,-540403200.0
3058,1952-53,10,Real Zaragoza,Real Sociedad,3,3,16/11/1952,-540403200.0
3059,1952-53,11,Athletic Club,Deportivo,8,2,23/11/1952,-539798400.0
3060,1952-53,11,Celta de Vigo,Real Zaragoza,6,1,23/11/1952,-539798400.0
3061,1952-53,11,Espanyol,Atletico Aviacion,2,0,23/11/1952,-539798400.0
3062,1952-53,11,Sporting de Gijon,Real Sociedad,1,0,23/11/1952,-539798400.0
3063,1952-53,11,Real Madrid,Barcelona,2,1,23/11/1952,-539798400.0
3064,1952-53,11,Sevilla,Racing de Santander,1,2,23/11/1952,-539798400.0
3065,1952-53,11,Valencia,CD Malaga,3,1,23/11/1952,-539798400.0
3066,1952-53,11,Valladolid,Real Oviedo,1,0,23/11/1952,-539798400.0
3067,1952-53,12,Atletico Aviacion,Valencia,3,3,14/12/1952,-537984000.0
3068,1952-53,12,Barcelona,Espanyol,2,1,14/12/1952,-537984000.0
3069,1952-53,12,Deportivo,Sporting de Gijon,5,0,14/12/1952,-537984000.0
3070,1952-53,12,CD Malaga,Valladolid,3,0,14/12/1952,-537984000.0
3071,1952-53,12,Racing de Santander,Real Madrid,2,3,14/12/1952,-537984000.0
3072,1952-53,12,Real Sociedad,Celta de Vigo,7,3,14/12/1952,-537984000.0
3073,1952-53,12,Real Oviedo,Athletic Club,2,1,14/12/1952,-537984000.0
3074,1952-53,12,Real Zaragoza,Sevilla,1,2,14/12/1952,-537984000.0
3075,1952-53,13,Athletic Club,CD Malaga,6,1,21/12/1952,-537379200.0
3076,1952-53,13,Deportivo,Real Oviedo,2,2,21/12/1952,-537379200.0
3077,1952-53,13,Espanyol,Racing de Santander,3,1,21/12/1952,-537379200.0
3078,1952-53,13,Sporting de Gijon,Celta de Vigo,1,1,21/12/1952,-537379200.0
3079,1952-53,13,Real Madrid,Real Zaragoza,2,1,21/12/1952,-537379200.0
3080,1952-53,13,Sevilla,Real Sociedad,4,1,21/12/1952,-537379200.0
3081,1952-53,13,Valencia,Barcelona,3,2,21/12/1952,-537379200.0
3082,1952-53,13,Valladolid,Atletico Aviacion,4,4,21/12/1952,-537379200.0
3083,1952-53,14,Atletico Aviacion,Athletic Club,2,3,04/01/1953,-536169600.0
3084,1952-53,14,Barcelona,Valladolid,2,1,04/01/1953,-536169600.0
3085,1952-53,14,Celta de Vigo,Sevilla,4,0,04/01/1953,-536169600.0
3086,1952-53,14,Sporting de Gijon,Real Oviedo,1,3,04/01/1953,-536169600.0
3087,1952-53,14,CD Malaga,Deportivo,1,2,04/01/1953,-536169600.0
3088,1952-53,14,Racing de Santander,Valencia,1,2,04/01/1953,-536169600.0
3089,1952-53,14,Real Sociedad,Real Madrid,3,0,04/01/1953,-536169600.0
3090,1952-53,14,Real Zaragoza,Espanyol,3,1,04/01/1953,-536169600.0
3091,1952-53,15,Athletic Club,Barcelona,4,3,11/01/1953,-535564800.0
3092,1952-53,15,Deportivo,Atletico Aviacion,5,1,11/01/1953,-535564800.0
3093,1952-53,15,Espanyol,Real Sociedad,2,0,11/01/1953,-535564800.0
3094,1952-53,15,Real Madrid,Celta de Vigo,5,1,11/01/1953,-535564800.0
3095,1952-53,15,Real Oviedo,CD Malaga,6,1,11/01/1953,-535564800.0
3096,1952-53,15,Sevilla,Sporting de Gijon,7,1,11/01/1953,-535564800.0
3097,1952-53,15,Valencia,Real Zaragoza,3,1,11/01/1953,-535564800.0
3098,1952-53,15,Valladolid,Racing de Santander,1,2,11/01/1953,-535564800.0
3099,1952-53,16,Athletic Club,Racing de Santander,5,0,18/01/1953,-534960000.0
3100,1952-53,16,Deportivo,Barcelona,1,1,18/01/1953,-534960000.0
3101,1952-53,16,Espanyol,Celta de Vigo,6,1,18/01/1953,-534960000.0
3102,1952-53,16,CD Malaga,Sporting de Gijon,2,3,18/01/1953,-534960000.0
3103,1952-53,16,Real Madrid,Sevilla,3,2,18/01/1953,-534960000.0
3104,1952-53,16,Real Oviedo,Atletico Aviacion,5,0,18/01/1953,-534960000.0
3105,1952-53,16,Valencia,Real Sociedad,5,2,18/01/1953,-534960000.0
3106,1952-53,16,Valladolid,Real Zaragoza,3,1,18/01/1953,-534960000.0
3107,1952-53,17,Atletico Aviacion,CD Malaga,1,3,25/01/1953,-534355200.0
3108,1952-53,17,Barcelona,Real Oviedo,4,1,25/01/1953,-534355200.0
3109,1952-53,17,Celta de Vigo,Valencia,1,1,25/01/1953,-534355200.0
3110,1952-53,17,Sporting de Gijon,Real Madrid,2,1,25/01/1953,-534355200.0
3111,1952-53,17,Racing de Santander,Deportivo,3,1,25/01/1953,-534355200.0
3112,1952-53,17,Real Sociedad,Valladolid,2,2,25/01/1953,-534355200.0
3113,1952-53,17,Sevilla,Espanyol,2,1,25/01/1953,-534355200.0
3114,1952-53,17,Real Zaragoza,Athletic Club,2,0,25/01/1953,-534355200.0
3115,1952-53,18,Athletic Club,Real Sociedad,6,1,01/02/1953,-533750400.0
3116,1952-53,18,Atletico Aviacion,Sporting de Gijon,1,0,01/02/1953,-533750400.0
3117,1952-53,18,Deportivo,Real Zaragoza,0,0,01/02/1953,-533750400.0
3118,1952-53,18,Espanyol,Real Madrid,2,4,01/02/1953,-533750400.0
3119,1952-53,18,CD Malaga,Barcelona,2,1,01/02/1953,-533750400.0
3120,1952-53,18,Real Oviedo,Racing de Santander,1,3,01/02/1953,-533750400.0
3121,1952-53,18,Valencia,Sevilla,1,0,01/02/1953,-533750400.0
3122,1952-53,18,Valladolid,Celta de Vigo,3,1,01/02/1953,-533750400.0
3123,1952-53,19,Barcelona,Atletico Aviacion,6,1,08/02/1953,-533145600.0
3124,1952-53,19,Celta de Vigo,Athletic Club,2,2,08/02/1953,-533145600.0
3125,1952-53,19,Sporting de Gijon,Espanyol,1,1,08/02/1953,-533145600.0
3126,1952-53,19,Racing de Santander,CD Malaga,2,0,08/02/1953,-533145600.0
3127,1952-53,19,Real Sociedad,Deportivo,6,1,08/02/1953,-533145600.0
3128,1952-53,19,Real Madrid,Valencia,3,0,08/02/1953,-533145600.0
3129,1952-53,19,Sevilla,Valladolid,3,0,08/02/1953,-533145600.0
3130,1952-53,19,Real Zaragoza,Real Oviedo,0,0,08/02/1953,-533145600.0
3131,1952-53,20,Athletic Club,Sevilla,6,1,15/02/1953,-532540800.0
3132,1952-53,20,Atletico Aviacion,Racing de Santander,3,0,15/02/1953,-532540800.0
3133,1952-53,20,Barcelona,Sporting de Gijon,3,1,15/02/1953,-532540800.0
3134,1952-53,20,Deportivo,Celta de Vigo,3,2,15/02/1953,-532540800.0
3135,1952-53,20,CD Malaga,Real Zaragoza,1,0,15/02/1953,-532540800.0
3136,1952-53,20,Real Oviedo,Real Sociedad,2,2,15/02/1953,-532540800.0
3137,1952-53,20,Valencia,Espanyol,1,1,15/02/1953,-532540800.0
3138,1952-53,20,Valladolid,Real Madrid,3,1,15/02/1953,-532540800.0
3139,1952-53,21,Celta de Vigo,Real Oviedo,3,0,22/02/1953,-531936000.0
3140,1952-53,21,Espanyol,Valladolid,1,0,22/02/1953,-531936000.0
3141,1952-53,21,Sporting de Gijon,Valencia,1,1,22/02/1953,-531936000.0
3142,1952-53,21,Racing de Santander,Barcelona,3,3,22/02/1953,-531936000.0
3143,1952-53,21,Real Sociedad,CD Malaga,4,1,22/02/1953,-531936000.0
