Partido,Temporada,Jornada,Local,Visitante,Goles Local,Goles Visitante,Fecha,Timestamp
16806,1982-83,28,Linares CF,Rayo Vallecano,0,0,13/03/1983,416390400.0
16807,1982-83,28,Cartagena,Cadiz,4,3,13/03/1983,416390400.0
16808,1982-83,28,Xerez,Palencia CF,0,1,13/03/1983,416390400.0
16809,1982-83,28,Cordoba,Castilla,1,2,13/03/1983,416390400.0
16810,1982-83,29,Elche,Atletico Madrileño,1,3,20/03/1983,416995200.0
16811,1982-83,29,Deportivo,Murcia,0,1,20/03/1983,416995200.0
16812,1982-83,29,Palencia CF,Recreativo de Huelva,0,0,20/03/1983,416995200.0
16813,1982-83,29,Mallorca,Xerez,3,0,20/03/1983,416995200.0
16814,1982-83,29,Castellon,Linares CF,2,1,20/03/1983,416995200.0
16815,1982-83,29,Sabadell,Real Oviedo,1,2,20/03/1983,416995200.0
16816,1982-83,29,Cadiz,Hercules,0,0,20/03/1983,416995200.0
16817,1982-83,29,Barcelona AtlÃ¨tic,Cordoba,0,0,20/03/1983,416995200.0
16818,1982-83,29,Rayo Vallecano,Alaves,1,2,20/03/1983,416995200.0
16819,1982-83,29,Castilla,Cartagena,2,1,19/03/1983,416908800.0
16820,1982-83,30,Real Oviedo,Rayo Vallecano,2,0,27/03/1983,417600000.0
16821,1982-83,30,Cordoba,Sabadell,2,1,27/03/1983,417600000.0
16822,1982-83,30,Recreativo de Huelva,Mallorca,2,2,27/03/1983,417600000.0
16823,1982-83,30,Cartagena,Barcelona AtlÃ¨tic,0,1,27/03/1983,417600000.0
16824,1982-83,30,Cadiz,Deportivo,1,0,27/03/1983,417600000.0
16825,1982-83,30,Alaves,Castellon,1,1,27/03/1983,417600000.0
16826,1982-83,30,Hercules,Castilla,0,2,27/03/1983,417600000.0
16827,1982-83,30,Atletico Madrileño,Murcia,3,3,27/03/1983,417600000.0
16828,1982-83,30,Xerez,Elche,1,2,26/03/1983,417513600.0
16829,1982-83,30,Linares CF,Palencia CF,2,0,26/03/1983,417513600.0
16830,1982-83,31,Murcia,Xerez,1,0,03/04/1983,418204800.0
16831,1982-83,31,Palencia CF,Alaves,1,1,03/04/1983,418204800.0
16832,1982-83,31,Sabadell,Cartagena,0,1,03/04/1983,418204800.0
16833,1982-83,31,Mallorca,Linares CF,2,0,03/04/1983,418204800.0
16834,1982-83,31,Rayo Vallecano,Cordoba,2,1,03/04/1983,418204800.0
16835,1982-83,31,Castellon,Real Oviedo,1,0,03/04/1983,418204800.0
16836,1982-83,31,Elche,Recreativo de Huelva,2,1,03/04/1983,418204800.0
16837,1982-83,31,Deportivo,Atletico Madrileño,3,1,03/04/1983,418204800.0
16838,1982-83,31,Barcelona AtlÃ¨tic,Hercules,1,2,03/04/1983,418204800.0
16839,1982-83,31,Castilla,Cadiz,0,0,04/04/1983,418291200.0
16840,1982-83,32,Cartagena,Rayo Vallecano,1,1,10/04/1983,418809600.0
16841,1982-83,32,Cadiz,Barcelona AtlÃ¨tic,2,1,10/04/1983,418809600.0
16842,1982-83,32,Cordoba,Castellon,0,0,10/04/1983,418809600.0
16843,1982-83,32,Linares CF,Elche,1,0,10/04/1983,418809600.0
16844,1982-83,32,Recreativo de Huelva,Murcia,0,0,10/04/1983,418809600.0
16845,1982-83,32,Hercules,Sabadell,2,1,10/04/1983,418809600.0
16846,1982-83,32,Alaves,Mallorca,0,1,10/04/1983,418809600.0
16847,1982-83,32,Real Oviedo,Palencia CF,0,0,10/04/1983,418809600.0
16848,1982-83,32,Xerez,Atletico Madrileño,0,0,10/04/1983,418809600.0
16849,1982-83,32,Castilla,Deportivo,1,1,09/04/1983,418723200.0
16850,1982-83,33,Mallorca,Real Oviedo,3,0,17/04/1983,419414400.0
16851,1982-83,33,Castellon,Cartagena,2,2,17/04/1983,419414400.0
16852,1982-83,33,Elche,Alaves,1,0,17/04/1983,419414400.0
16853,1982-83,33,Barcelona AtlÃ¨tic,Castilla,2,0,17/04/1983,419414400.0
